place_id,place_name,district,province_or_city,latitude,longitude,category,interest_tags,cost_level,estimated_duration,indoor_outdoor,contact,review_count,popularity_level,hidden_gem_score,source,last_updated
inzira_12383431097,City Sinack Resto-Bar,Huye,Southern Province,-2.6031835,29.7409852,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_12507219201,Kinyababa,Burera,Northern Province,-1.3709343,29.8109879,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_12525931701,Indian Curries,Nyarugenge,Kigali City,-1.9453752,30.0599278,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_12892623008,Cafeteria,Bugesera,Eastern Province,-2.270206,30.2605278,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_13034635101,Kattina's,Kicukiro,Kigali City,-1.9565643,30.1065835,Café,"wifi, coffee",Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_13086710704,Niyo Arts Centre,Nyarugenge,Kigali City,-1.9328994,30.077137,Arts & Entertainment,art,unknown,2-3 hours,Indoor,Phone: +250 788 932 111 | Website: https://www.niyoartscenter.com/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_13229904392,Nzige Market Place,Rwamagana,Eastern Province,-2.0270214,30.3379399,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_13319103101,Virunga Mountain Spirits,Musanze,Northern Province,-1.4556443,29.608667,Food & Drink,"restaurant, wifi, international",Moderate,1-2 hours,Mixed,Phone: +250 781 198 951 | Website: https://www.virungamountainspirits.com/,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_13339882435,Y,Nyarugenge,Kigali City,-1.9413803,30.0796122,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_13369149101,Zahabu restaurant,Musanze,Northern Province,-1.4941187,29.6475872,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_13390977706,Kigali Pan-Afrikan Kitchen,Nyarugenge,Kigali City,-1.9493205,30.0597934,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_13450310495,Kabul Kigali,Nyarugenge,Kigali City,-1.9655963,30.0600532,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_13641814074,Kenomu Coffee Shop,Bugesera,Eastern Province,-2.2987573,30.038574,Café,coffee,Moderate,1-2 hours,Indoor,Phone: +250 793 035 603,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_13664364651,Chinesse Restaurant,Kicukiro,Kigali City,-1.9625659,30.1028246,Food & Drink,"restaurant, chinese",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_106084512,Senior Officers Mess,Nyarugenge,Kigali City,-1.9569096,30.0869396,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_106506354,Kimironko Market,Kicukiro,Kigali City,-1.9498698,30.1262203,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_107543394,Khana Khazana Kiyovu,Nyarugenge,Kigali City,-1.9472653,30.0659717,Food & Drink,"restaurant, indian",Moderate,1-2 hours,Mixed,Phone: +250788499600 | Website: https://www.khanakhazana.rw/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_119911737,Coffeeshop Company,Nyarugenge,Kigali City,-1.9508671,30.0595741,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_127095192,Switch,Nyarugenge,Kigali City,-1.954375,30.0832052,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_132273655,MTN Centre,Gasabo,Kigali City,-1.9407761,30.1034302,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_173161066,Ministry of Education (MINEDUC),Nyarugenge,Kigali City,-1.9370119,30.0798666,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_173164161,"Bank Populaire du Rwanda, Kacyiru Branch",Nyarugenge,Kigali City,-1.9388817,30.0782713,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_173300294,Central Union of Rwandan Workers' Trade Unions (CESTRAR),Nyarugenge,Kigali City,-1.9382558,30.0788083,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_173303222,Ugandan Restaurant,Kicukiro,Kigali City,-1.9636991,30.1082635,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_173303448,Beijing Tangren Restaurant,Kicukiro,Kigali City,-1.9548509,30.1037556,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_173303844,Sector Gisozi office,Nyarugenge,Kigali City,-1.9234979,30.0714037,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_173305920,Gender Monitoring Office,Kicukiro,Kigali City,-1.9565155,30.1037878,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_173308862,Nyamirambo Market Place,Nyarugenge,Kigali City,-1.9752781,30.0511151,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_177856775,Kabeza Modern Market,Kicukiro,Kigali City,-1.9700562,30.1257077,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_177860124,Afika Bite,Nyarugenge,Kigali City,-1.9518508,30.081643,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_177861557,Umurenge wa Kimironko,Gasabo,Kigali City,-1.9449808,30.1273991,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_177861740,Caf Royal,Nyarugenge,Kigali City,-1.9490452,30.0795012,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_177861751,Poivre Noir,Nyarugenge,Kigali City,-1.9495837,30.0811358,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_193407127,Rubavu Market,Rubavu,Western Province,-1.6957094,29.2623926,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_206839949,Kibagabaga Cell Office,Gasabo,Kigali City,-1.9331774,30.111668,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_225708077,Touristic Bar & Restaurant,Rwamagana,Eastern Province,-1.9470288,30.4419174,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_236387984,Karubamba's Market,Kayonza,Eastern Province,-1.8012175,30.5016129,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_237255479,Cactus restaurant,Huye,Southern Province,-2.5956337,29.7431439,Food & Drink,"restaurant, regional",Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_237255482,DUHAMIC-ADRI BUREAU ANTENNE SUD,Huye,Southern Province,-2.593792,29.7469148,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_237255631,Huye District Office,Huye,Southern Province,-2.5980683,29.7420706,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_237255634,MNDA,Huye,Southern Province,-2.5976062,29.7509663,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_262440403,Chez John,Nyarugenge,Kigali City,-1.9574106,30.0699664,Food & Drink,"restaurant, regional",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_275880667,Inema Arts Center,Nyarugenge,Kigali City,-1.9442699,30.0908302,Arts & Entertainment,"accessible, art, wifi",unknown,2-3 hours,Indoor,Phone: +250 0783187646 | Website: https://www.inemaartcenter.com/ | Email: inemart@gmail.com,unknown,High,3,OpenStreetMap,2026-06-09
inzira_304384503,O'Brian's Pub,Gasabo,Kigali City,-1.9322581,30.0972992,Food & Drink,"restaurant, irish",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_443762063,Warehouse Cafeteria,Nyarugenge,Kigali City,-1.9553473,30.0535872,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_451419816,Kiyonza HQ Canteen,Kayonza,Eastern Province,-1.876821,30.7147244,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_460774155,Picnic spot,Gatsibo,Eastern Province,-1.5362666,30.7061245,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_472384480,Mr Chips,Gasabo,Kigali City,-1.9403488,30.1025899,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_506281551,Happy Day Restaurent,Huye,Southern Province,-2.6154894,29.7444689,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_506281553,University Restaurent,Huye,Southern Province,-2.6154576,29.7439935,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_537335547,Musanze Agricultural products markets,Musanze,Northern Province,-1.5066335,29.6419434,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_552176245,INES Restaurant,Musanze,Northern Province,-1.4986531,29.6122054,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_559396726,Mahoko Market,Rubavu,Western Province,-1.6992291,29.3453073,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_565742213,Monmartse,Kicukiro,Kigali City,-1.9527818,30.103155,Food & Drink,"restaurant, korean_food",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_565748854,Zuri,Kicukiro,Kigali City,-1.9504565,30.1028182,Food & Drink,"restaurant, indian",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_566954743,Ngororero Market,Ngororero,Western Province,-1.8529315,29.6299237,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_602698413,RUKOMO Market,Nyagatare,Eastern Province,-1.3762754,30.2494398,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_618873135,Gahanga Market,Kicukiro,Kigali City,-2.0266587,30.1045776,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_636812720,Gishoma Modern Market,Rusizi,Western Province,-2.633337,28.9470703,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_637667768,Elikapeka,Nyarugenge,Kigali City,-1.9478511,30.0667866,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,Phone: +250783603567,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_683089282,Yaramba Market,Gicumbi,Northern Province,-1.5617191,30.0159912,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_683094104,Miyove Market,Gicumbi,Northern Province,-1.6118501,29.9768797,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_683095773,Rwiri Market,Rulindo,Northern Province,-1.625761,29.9283206,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_690555678,Cantine scolaire de Muhihi,Gicumbi,Northern Province,-1.6315942,30.0589568,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_700084131,The Hut,Kicukiro,Kigali City,-1.9583858,30.0932999,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,Website: https://www.facebook.com/thehutrwanda/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_775221906,Zinia Market,Kicukiro,Kigali City,-1.9723033,30.0992332,Markets & Shopping,"shopping, accessible",Budget,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_847727069,Le Manoire 707,Nyarugenge,Kigali City,-1.9212968,30.0631701,Food & Drink,"restaurant, regional;chicken;kebab;barbecue",Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_980897065,Migano,Nyarugenge,Kigali City,-1.9515487,30.0834151,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_1011304954,Rwesero Market,Nyamasheke,Western Province,-2.3605174,29.0910777,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_1065042199,Gahanga Cricket Stadium's Coffee Shop,Kicukiro,Kigali City,-2.0288638,30.1071791,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_1068400526,Umusambi Village Caf,Kicukiro,Kigali City,-1.9840583,30.2095197,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_1092610514,Inganji Steak House,Gasabo,Kigali City,-1.9414274,30.1340497,Food & Drink,"restaurant, steak_house",Moderate,1-2 hours,Mixed,Phone: +250 791 174 831,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_1105543297,Tyazo Market,Nyamasheke,Western Province,-2.3325843,29.1363295,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_1108000483,Lambo,Kicukiro,Kigali City,-1.9654713,30.1028789,Café,"wifi, coffee",Moderate,1-2 hours,Indoor,Website: https://lambobambo.org,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_1125293210,Rusizi Market,Rusizi,Western Province,-2.4781636,28.9103753,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_1130716526,Remera Market,Kicukiro,Kigali City,-1.957872,30.1192537,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_1136979116,stamina chapter 2,Kicukiro,Kigali City,-1.9587715,30.1162588,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_1137566823,La Paillotte,Musanze,Northern Province,-1.5076903,29.6432786,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_1138404147,lambanana,Kicukiro,Kigali City,-1.9649537,30.1026811,Food & Drink,"restaurant, chicken;burger;steak_house",Moderate,1-2 hours,Mixed,Phone: 05648545565 | Website: https://ftyrrdb5d.com,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_1140774752,Kora Market,Nyabihu,Western Province,-1.6115047,29.4465239,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_1153206181,Il giardino verde,Musanze,Northern Province,-1.5136537,29.6135067,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_1153206188,Da giuliet,Musanze,Northern Province,-1.513677,29.6126144,Food & Drink,"restaurant, italian;chicken",Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_1153206212,dino,Musanze,Northern Province,-1.5150237,29.6102329,Food & Drink,"restaurant, pizza",Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_1159856686,Atelier du Vin,Kicukiro,Kigali City,-1.9675524,30.0899182,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,Website: https://atelierduvinrwanda.com/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_1160836761,Mu Itunda,Kicukiro,Kigali City,-1.9785477,30.148494,Markets & Shopping,shopping,Budget,1-2 hours,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_1161076901,Pedro's Coffee,Kicukiro,Kigali City,-1.9579821,30.1610171,Café,coffee,Moderate,1-2 hours,Indoor,Website: https://pedroscoffee.com/,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_1165347352,Qahwa House,Kicukiro,Kigali City,-1.9717617,30.1026941,Café,coffee,Moderate,1-2 hours,Indoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_1288598006,La Frecheur,Gakenke,Northern Province,-1.6508903,29.8824434,Food & Drink,restaurant,Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_1306395176,Akagera Caf,Kayonza,Eastern Province,-1.9677128,30.6116547,Food & Drink,"restaurant, wifi",Moderate,1-2 hours,Mixed,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_6082198,Rwanda National Police Headquarters,Nyarugenge,Kigali City,-1.9351075,30.0735982,Attraction,explore,unknown,unknown,Mixed,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_317543926,Genocide-Memorial Kibuye,Karongi,Western Province,-2.0666761,29.3538304,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_317576932,Genocide-Memorial Butare,Huye,Southern Province,-2.615929,29.7401713,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_3110072279,Cow,Kayonza,Eastern Province,-1.902111,30.5073008,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_3928434893,Musasa Genocide Memorial,Rutsiro,Western Province,-1.950678,29.339062,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_4796442225,Bisesero Genocide Memorial,Karongi,Western Province,-2.1920204,29.3412828,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_5361522622,Nyange memorial,Muhanga,Southern Province,-2.0539608,29.5897918,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_5894237894,Gorilla Statue,Nyarugenge,Kigali City,-1.9483685,30.0609848,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,6,OpenStreetMap,2026-06-09
inzira_5933996885,Murambi genocide memorial,Nyanza,Southern Province,-2.4552239,29.5677017,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_6385271404,Muhoza Memorial,Musanze,Northern Province,-1.501829,29.6319716,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_6419585885,Campaign Against Genocide Memorial,Kicukiro,Kigali City,-1.952637,30.0977785,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,6,OpenStreetMap,2026-06-09
inzira_6796639087,Gatwaro Genocide Memorial,Karongi,Western Province,-2.0682614,29.3479174,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Medium,9,OpenStreetMap,2026-06-09
inzira_8433065899,Queen Mother's House,Muhanga,Southern Province,-2.1194716,29.747133,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_8450738304,Shangi German Post,Rusizi,Western Province,-2.3757893,29.0002059,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_8454783680,Battle of Rucunshu,Muhanga,Southern Province,-2.1164475,29.797036,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_10789831490,Mata Tea Company Limited,Nyaruguru,Southern Province,-2.5787104,29.5731327,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_10902282205,Mmorial du gnocide,Rulindo,Northern Province,-1.7702484,30.1228245,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_10931526438,Genocide Memorial Nyanza Kicukiro,Kicukiro,Kigali City,-2.0007598,30.0928802,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,6,OpenStreetMap,2026-06-09
inzira_11240717837,Genocide Memorial to the Tutsis,Musanze,Northern Province,-1.4412936,29.5808058,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_12673925690,Gasabo King Tree,Gasabo,Kigali City,-1.8023594,30.1536219,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,6,OpenStreetMap,2026-06-09
inzira_12701504315,Rutare Royal Tomb,Rulindo,Northern Province,-1.742196,30.1548489,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_235645744,Church Ntarama - Genocid Memorial,Bugesera,Eastern Province,-2.1127069,30.0500025,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_236387968,Genocide Memorial,Kayonza,Eastern Province,-1.7942902,30.5060348,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_236388006,Rukara cementary,Kayonza,Eastern Province,-1.7962283,30.5069919,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_260588323,Tracker Hut,Musanze,Northern Province,-1.4737528,29.4855638,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_260588325,Dian Fossey Hut,Musanze,Northern Province,-1.4735504,29.4847739,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_262441808,Nyamata Church - Genocide Memorial,Bugesera,Eastern Province,-2.1489708,30.0937729,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_262676390,Belgian Soldiers' Memorial,Nyarugenge,Kigali City,-1.9579698,30.0629096,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,6,OpenStreetMap,2026-06-09
inzira_391227319,Cyabakamyi Genocide Memorial,Nyanza,Southern Province,-2.3165288,29.6809439,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_436739974,Nyanza Genocide Memorial,Kicukiro,Kigali City,-2.0021175,30.0925926,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Medium,5,OpenStreetMap,2026-06-09
inzira_617191747,Rebero Genocide Memorial,Kicukiro,Kigali City,-1.9943769,30.0723051,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,6,OpenStreetMap,2026-06-09
inzira_1125485897,Nyanza Palace,Nyanza,Southern Province,-2.3602223,29.7394521,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_1139255457,Chateau le Marara,Karongi,Western Province,-2.0618105,29.3536636,Cultural & Historic,"history, culture",Moderate,2-3 hours,Mixed,unknown,unknown,Low,10,OpenStreetMap,2026-06-09
inzira_10821271791,Gatare Tea Collection Centers,Nyamasheke,Western Province,-2.3448567,29.2606751,Nature & Wildlife,"wildlife, nature",Budget,1-3 hours,Outdoor,unknown,unknown,Low,9,OpenStreetMap,2026-06-09
inzira_10822299049,Garden,Kicukiro,Kigali City,-1.9634936,30.120881,Nature & Wildlife,"wildlife, nature",Budget,1-3 hours,Outdoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10839683305,Garden,Kicukiro,Kigali City,-1.9787397,30.1344747,Nature & Wildlife,"wildlife, nature",Budget,1-3 hours,Outdoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10841476648,home garden,Kicukiro,Kigali City,-1.9716513,30.1324434,Nature & Wildlife,"wildlife, nature",Budget,1-3 hours,Outdoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10841499701,home garden,Kicukiro,Kigali City,-1.9712356,30.1317397,Nature & Wildlife,"wildlife, nature",Budget,1-3 hours,Outdoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10841506311,home garden,Kicukiro,Kigali City,-1.9711467,30.1311935,Nature & Wildlife,"wildlife, nature",Budget,1-3 hours,Outdoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10841506314,home garden,Kicukiro,Kigali City,-1.9715623,30.1311764,Nature & Wildlife,"wildlife, nature",Budget,1-3 hours,Outdoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10841520214,home garden,Kicukiro,Kigali City,-1.9711874,30.1296458,Nature & Wildlife,"wildlife, nature",Budget,1-3 hours,Outdoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10841526480,home garden,Kicukiro,Kigali City,-1.9706526,30.1294956,Nature & Wildlife,"wildlife, nature",Budget,1-3 hours,Outdoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10841526484,home garden,Kicukiro,Kigali City,-1.970228,30.1311193,Nature & Wildlife,"wildlife, nature",Budget,1-3 hours,Outdoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
inzira_10865464628,Martin Aviator Garden,Kicukiro,Kigali City,-1.9613873,30.1342174,Nature & Wildlife,"wildlife, nature",Budget,1-3 hours,Outdoor,unknown,unknown,Low,5,OpenStreetMap,2026-06-09
